,mean_importances
1,2.525981447145016
2,1.5463479801997417
3,0.6556193279724031
4,0.5835081101341311
5,1.6919433294996442
6,1.7445768839848526
7,0.9688250111098622
8,2.2233095886111953
9,1.3615431978355825
10,2.3512886444642658
